Gen	Kas	Kurz	Adj	Linksk	Linksv	Rechtsv
Mask	Akk	1	0	And	1	0
Fem	Akk	1	0	And	1	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	1
Fem	Akk	1	0	And	0	0
Mask	Akk	1	1	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Nom	1	1	And	1	0
Fem	Akk	1	0	And	1	1
Fem	Akk	1	0	And	0	0
Fem	Nom	1	1	And	0	1
Mask	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Nom	1	0	And	0	0
Mask	Akk	1	0	And	1	0
Fem	Akk	1	1	And	0	0
Mask	Akk	1	0	And	1	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Nom	1	0	And	0	1
Neut	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	0	And	1	1
Fem	Nom	1	0	And	1	0
Neut	Nom	1	1	And	0	0
Fem	Akk	1	1	And	0	1
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Fem	Nom	1	0	And	0	1
Mask	Akk	1	0	And	0	0
Neut	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	1	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	1	And	0	0
Mask	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	0
Neut	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	1	0
Fem	Akk	1	0	And	0	1
Mask	Nom	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Mask	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Fem	Nom	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Nom	1	1	And	0	1
Fem	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	0	And	1	1
Fem	Akk	1	1	And	0	0
Neut	Akk	1	0	And	0	1
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	1	1
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	1	And	1	0
Fem	Akk	1	0	And	0	0
Neut	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	1
Mask	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	0
Neut	Akk	1	0	And	0	0
Mask	Nom	1	0	And	0	1
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Fem	Nom	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	1	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	1	0
Mask	Akk	1	0	And	0	0
Mask	Nom	1	0	And	1	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	1
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Nom	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	1	1
Mask	Akk	1	1	And	0	1
Mask	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	1	And	1	0
Fem	Akk	1	1	And	1	1
Fem	Akk	1	1	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Mask	Akk	1	1	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Dat	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	0	And	1	0
Mask	Nom	1	0	And	0	1
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	1	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	1	And	0	0
Mask	Nom	1	0	And	0	0
Fem	Akk	1	0	And	1	0
Fem	Nom	1	0	And	0	0
Mask	Akk	1	0	And	1	0
Mask	Akk	1	1	And	0	0
Fem	Nom	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	1	And	0	0
Neut	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	1	0
Fem	Nom	1	0	And	0	0
Fem	Akk	1	1	And	0	1
Fem	Akk	1	0	And	0	0
Neut	Nom	1	0	And	1	0
Neut	Akk	1	0	And	0	1
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	1	1
Mask	Akk	1	0	And	0	1
Fem	Akk	1	0	And	1	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Mask	Akk	1	1	And	0	1
Mask	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	1
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Fem	Nom	1	0	And	1	0
Fem	Nom	1	1	And	0	1
Fem	Nom	1	1	And	1	0
Fem	Nom	1	0	And	1	0
Fem	Nom	1	0	And	0	1
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Neut	Nom	1	1	And	0	0
Fem	Nom	1	1	And	0	0
Fem	Akk	1	0	And	0	1
Fem	Nom	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	1	0
Mask	Dat	1	0	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Nom	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Mask	Akk	1	0	And	0	0
Mask	Akk	1	1	And	1	0
Mask	Akk	1	1	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	1
Fem	Nom	1	0	And	1	0
Neut	Nom	1	0	And	0	0
Fem	Akk	1	0	And	1	0
Mask	Akk	1	0	And	0	0
Mask	Nom	1	0	And	0	1
Fem	Nom	1	1	And	0	0
Fem	Nom	1	0	And	0	0
Fem	Akk	1	0	And	0	1
Fem	Akk	1	0	And	0	0
Fem	Nom	1	0	And	1	0
Fem	Akk	1	0	And	1	0
Neut	Nom	1	1	And	1	1
Fem	Nom	1	0	And	0	0
Fem	Nom	1	1	And	0	0
Mask	Akk	1	1	And	0	1
Mask	Akk	1	0	And	0	0
Fem	Nom	1	1	And	0	0
Mask	Akk	1	1	And	1	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Nom	1	1	And	0	0
Mask	Akk	1	1	And	0	0
Mask	Akk	1	1	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	1	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	1	And	0	0
Fem	Akk	1	0	And	0	0
Fem	Akk	1	1	And	1	0
Mask	Akk	1	0	And	0	0
Mask	Akk	1	0	And	0	1
